Text	Label
Hoy en día se discute mucho sobre el derecho de las parejas gay de casarse y adoptar niños. Hay dos categorías de personas, por un lado las que no aceptan ni siquiera hablar sobre este tema, por otro lado hay las que piensan que el amor es único y es absolutamente normal que una pareja gay tenga los mismos derechos que una pareja heterosexual. La verdad es que no puedo ententer ni compartir el odio de la primera categoría. Los gays siempre existían, existen y existirán, no son un fenómeno raro que surgió hace pocos años. Se trata de personas como todas las demás y en lo único que difieren es que se atraen por el mismo sexo, ¡nada más! Por lo consiguiente, estas personas necesitan ciertas cosas, que para las parejas heterosexuales se consideran dadas, que les cubran necesidades legales. Necesitan tener los mismos derechos que tienen todas las otras parejas. El hecho que se quieran dos personas del mismo sexo, no quiere decir que tengan que vivir al margen. Pueden disfrutar de las mismas cosas que todos los demás. Para una pareja casada hay leyes respecto a los impuestos, a las herencias, mientras que para una pareja que simplemente convive, sin ningún contrato o matrimonio las cosas son muy diferentes e incluso injustas muchas veces. Así que para una pareja gay, algo que para una pareja heterosexual pueder ser obvio, para ella lo mismo puede que sea muy difícil adquirirlo. En mi opinión, el matrimonio entre las parejas gay debe ser adoptado por todos los países del mundo (desgraciadamente, sé muy bien que hay muchísimos países, en las que la mujer todavía se considera inferior y su vida no tiene ningún valor. Por eso no podemos hablar de gays). Al menos no debería ser tema de debate en los civilizados países europeos, donde, por desgracia, todavía hay mucho racismo en cuanto a este tema. Y llegando al otro tema, el de la adopción de niños.... en eso no sé si estoy completamente de acuerdo. Y digo eso, porque no sé cuáles pueden ser las consecuencias para los niños, si las hay, naturalmente. Por otro lado, me han contado casos de parejas gay que han adoptado niños, niños que vivían en condiciones horribles en orfanatos. En este caso, sí creo que en vez de vivir ese niño tan infeliz, sin amor ni cariño, es preferible ser adoptado por una pareja, sea gay o no. Seguro que así recibirá amor y se sentirá deseado. Y no olvidemos que una pareja gay que quiere adoptar niños, ha pensado en eso dos veces y puede ser mucho más responsable que una pareja heterosexual que decide tener un hijo para no llegar a la opción del aborto. Desgraciadamente, en Grecia, todavía hay mucho racismo y muchos están en contra de los gays, sin hablar de matrimonio e hijos. Espero que pronto cambie todo eso, si queremos vivir en una sociedad de igualdad y derechos justos para todos. Una sociedad que corresponda a nuestra época y que ofrezca a todos la posibilidad de vivir como cualquier otra persona.	Upper_advanced
Chaplin encontró un nino en la calle y pensó que lo nino era de una mujer que estaba pasando con su hijo, entonces Chaplin puso lo nino en el coche de la mujer pero esta no ha gostado do que él hizo y le devolvió lo Chico. Chaplin dio lo nino a un hombre que puso lo en el mismo coche de la misma mujer, la mujer encontró Chaplin e le dio lo nino. En el final Chaplin se queda con lo nino y ve que en lo chico hay una nota.	Lower_advanced
Un día, cuando estaba jugando fuera de casa, un chico llamado Pablo capturó una rana del bosque en una jarra. La trayó a casa para tenerla como mascota, y lo mostró a su perrito que miraba con mucha interés. Al final del día lleno de aventura, Pablo se fue a la cama para dormir. Por la noche la rana se dió cuenta de que Pablo estaba durmiendo, y decidió de escapar para reunirse con su familia que vivía en el bosque. Se fue rapidísimo y sin ruido. Por la mañana, cuando Pablo se despertó, se dió cuenta de que la rana ya no estaba en la jarra. Se puso preocupado porque pensaba que algo malo pasó, y quería saber si la rana estaba seguro. Pablo y su perrito se fueron corriendo al bosque para buscarla. Buscaron por todos partes del bosque, dentro de las ramas de los arboles y encima de rocas grandes. Cuando estaba subiendo unas rocas, Pablo asustó a un ciervo, que le empujó debajo de una colina. Su y su perrito se cayeron en un lago y tenían que nadar a la tierra para reorientarse. Al llegar a la tierra, saltaron por un árbol caído y ¡de repente vieron la rana! Estaba junto con su marido y sus seis hijos, y Pablo empezó a sonreir. Se dió cuenta de por qué salió la rana y que sería más feliz en el bosque con sus queridos y no en una jarra en su habitación. Al final, Pablo y su perrito dijeron a la rana y su familia y regresaron a casa, también felices porque sabían que la rana regresaba a vivir una vida mejor.	Upper_advanced
Denzel Washington es muy guapo. El vive en estado de California y el cuiado de Bel Air. Denzel gana un Academy Award para Training Day perro yo creeo necesitar para la pelicula Malcom X. Denzel tiene tres hijos y espasa quien es muy lindo a Denzel. Tienen mucho dinero. Denzel mejor hijo juga el fut bol americano para More house. Mi Tia se gusta Denzel. Denzel es mi favorito actor. El primer pelicula esta Denzel	Upper_beginner
En el futuro fui una doctora. Despues reciba mi bacceleratura a mi universidad plano a attender Morehouse para medicina. Cuando yo termina con los universidades trabajaria al hopital de Grady o Gwinnett Medical. Durante escuela neccesita teneria mucho clases de los sciencias y matematicas. Esta ano de 2006 es mi primero ano a mi universides. Mi clases son ingles, chemistria, espanol, precalculus, y perspectivos. Esta ano es muy facil pero en tres anos escuela fui muy dificil para todos estudientes. Espero que saco buena notas para todos anos. Despues mi graduaciones era una doctora pero durante escuela estoy en mucho organizationes y groupas a la universidad de Georgia State. En el futuro quierro sies hijos con mi esposa. Quierro vivo en Atlanta, GA o Miami, FL. Mi casa no esta muy grande pero tengo una biblioteca para mis hijos. Fui visitar mucho othros pais. Quierro visitar Espana para un ano despues mi graduaciones. En Espana plano contributar a una iglesia de Seventh-Day Adventist. Esa dinero es para mas iglesias en Espana. Una dia fui ensenar Korean y visita Korea.	Upper_beginner
Mientras Charlie Chaplin se paseaba por la calle, encontró un bebé solo llorando. Después, lo puso en un cochecito, dónde ya estaba un bebé, porque pensaba que ellos eran hermanos. Sin embrago, se engañó y la madre del bebé que ya estaba en el cochecito se enfadó de ello. Así, Charlie Chaplin lo puso de nuevo en el suelo. Sin embargo, cuándo vió que un policía lo miraba, pegó de nuevo en el bebé y lo llevó con ello. De seguida, lo entregó a un hombre con un bastón que lo puso otra vez en el cochecito de bebé. Así, la mujer le batió y dijo a un policía que el bebé no era suyo. En el final, Charlie Chaplin entendió que el bebé traía consigo un papel que pedía para cuidar de ello con amor, porque el bebé era huérfano. Así, Charlie Chaplin se quedó con el niño!	Upper_advanced
El año pasado fui a EEUU para 3 semanas y media de vacaciones . Fui invitado a 3 bodas distintas de 3 amigos. El problema fue que las 3 bodas fueron en 3 zonas horarias diferentes, uno en Granada, otra en Maine y la última en San Diego. El problema fue que las 3 bodas tomaban parte en el mismo día en agosto! Para solucionarlo, fui a la boda en Maine porque me había invitado primero. Visitaba mi amigo en San Diego la semana anterior para unos días de surf y cócteles. Lo peor es que los 3 chicos que se casaban conocen cada uno. Un gran falta de comunicación significaba que iba a perder 2 bodas de 2 amigos importantes para mi. Pero todo fue fuera de mi control, no había nada que podía hacer para cambiarlo. En California estaba la semana entera de horario irlandés, me levantaba a las 6 todos los días y fuimos a la playa,y me sorprendió que la playa estaba lleno de gente corriendo o surfing a esa hora. Algo que nunca pasaría en Irlanda ni en España. Me pareció raro que la sociedad entera estaba tan activa, cuando hace sol todo el año , todo es posible. Desde California cogí un vuelo para Seattle a quedarme con amigos allí, fue la quinta o sexta vez que iba a estar allí. Me encanta la ciudad entero , el ambiente que existe allí es como ninguna. Seattle tiene una reputación por mucha lluvia pero en las 5 o 6 veces que he estado allí, nunca he visto la lluvia, cada vez en verano. Fuimos yo y un amigo a un partido de béisbol allí en la área de vip con cerveza y comida rápida gratis, increíble el sitio. También me quede con otra amiga que se iba a casarse dentro de poco en Seattle. Un verano de bodas por todo lado. Después del fin de semana en Seattle, me fui para Boston con Alaska airways, pasaba la semana allí hasta que tenía que subir a Maine para la boda. Me quedaba con una amiga allí en el barrio de Cambridge. Un de los dias,me quede con la familia española de mi amigo Phil que iba a casarse en Maine. La familia española con ni una palabra de inglés entre ellos. Fue más de ser canguro y traductor a la vez, y en los restaurantes especialmente. Al final caíamos muy bien y fue el mejor principio al mejor fin de semana de mi vida en Maine.	Lower_advanced
Esté verano pasado era el verano más importante y divertido de toda mí vida. Fui a la Universidad de Florida, y comencé un tiempo nuevo de mí vida. La universidad es un sitio muy interinaste. Cuando yo llegue a mi dormitorio, yo fui muy emocionada para colegió y viviendo sin mis padres. Afortunadamente, mi amiga Daniella estaba viviendo conmigo por el semestre y ella estaba en la habitación al lado de yo. Nosotras teníamos suerte porque el dormitorio tenía una cocina, dos cuartos de baños, una sala, y una habitación para cada persona. El dormitorio era cómo un apartamento. El primero día de clases, estuve muy nerviosa. No pode encontrar mis clases sin la ayuda de un amigo, y estuve perdida cuando regresando de el final clases del día. Fui una experiencia que no quiero repetir. Pero, mis clases estaban muy interesantes. Yo tomé la historia de religión de los estados unidos y mitología de Grecia y Roma. La clase de mitología de Grecia y Roma era muy fácil y no tenía que leer el texto. La clase de la historia de región de los estados unidos era muy difícil. Tenía que leer aproximadamente cincuenta páginas cada noche porque tenía la clase lunes de viernes. Y el profesor daba un examen piquito, sorpresa cada semana. Y si no asistes clase regularmente, el profesor arriar tu nota poco a poco. Un día cuando estuve en mi clase de mitología de Grecia y Roma, dos personas entraron la clase. Ellos corrieron al frente de la clase y uno gritó el nombre de una chica. Ella fue al frente de la clase y habló con él. El chico se arrodilló y le pidió que se casara con él. Ella dijo, _x0093_Sí!!_x0094_ y ellos abrazaron. Todos de los estudiantes aplaudieron incluyendo la profesora. Cuando estuve regresando a mi dormitorio, vi el hombre y la chica y ella se estuvo sonreída. El día final del semestre fue muy triste. No quise regresar a la casa de mis padres.	Upper_intermediate
Hola me llamo chelsea. No hay escuela en el verano. Durante mi verano, fui de Kansas. En kansas fui de compras. Tambien yo fui al lago. Visito a mis abuelos y mis primos. En Kansas comi comida muy deliciouso. En el inveirno, yo fui de Florida. En florida, yo juego al futbol y yo fui del parques de Disney world. Es muy muy muy divertido. En el verano, yo fui de Austrailia. visite a mis otro abulos. En Australia, fui de compras en el centro comercial muy largo. Fui de las joyerias y yo compre muchos, joyas. Compre artes, collares, y pulseras. Fui a Austrailia en un avion. El viaje es muy largo. !!16 horas!! Me gusta viajar.	Lower_intermediate
Decidió escribir sobre este tema, porque es lo que me preocupa lo más. Nunca he sentido muy seguro de tomar decisiones, y me siento más a gusto cuando alguien la toma en vez de mi; probablemente porque puedo me quejo, pero tomo yo, tengo que asumir la responsabilidad. Y por eso, cuando mi profesora me preguntó, ¿que quieres hacer en el futuro?, no sabia nada, porque la indecisión; es uno de mis defectos fatales. Parece que como me hago mayor, tengo que tomar cada vez más decisiones. Por ejemplo, la vida universitaria esta lleno de decisiones; tenía que escoger si quería estudiar en Londres o afuera, elegir la universidad y la licenciatura, y después, los cursos, tenia que decidir si seria mejor quedarme en casa o vivir en el campusentonces me di cuenta del hecho de que es solamente parte de la maduración. Cambió de opinión mil veces, pero ahora estoy seguro. He decidido ser profesora en el futuro. Siempre he gustado la enseñanza. Quiero enseñar, quiero compartir is conocimientos, e inspirar las mentes de niños. He solicitado a un programa que da la oportunidad de experimentar cómo es ser profesora. Si mi solicitud tenga éxito, voy a enseñar para 15 días en un colegio. Así podría ver si es una buena carrera para mí. En el plano amoroso, quiero casarme en el futuro. Es uno de mis sueños desde niñez; llevar un vestido blanco y larga, con toda de mi familia y mis amigos allí yo sé que soy muy tradicional, pero es una imagen que todavía quería realizar. También, quiero tener muchos hijos. Estoy consciente del hecho de que será muy estresante pero así es la vida de las mujeres, ¿no? Pero antes de todo esto, me gustaría viajar, y quizás enseñar el ingles en el extranjero (o en un país hispanohablante, o en un país francófono porque hablo francés también). Es como mi madre me dijo; Intenta hacer todas las cosas que quieres hacer antes de tener hijos, porque después de tenerlos, tu vida no es solamente la tuya; tienes responsabilidades. Me alegro de que ahora, puedo tomar decisiones sin problema porque ahora, mi futuro parece prometedor	Upper_intermediate
Un día, un muchachito estaba en su cuarto con su perro y una rana, que había puesto en un cristal para que no escapara. Estaba muy contento con la rana que había encontrado. Era la noche y se acostó con su perro, pero cuando se despertó al día siguiente, vio que la rana había escapado durante la noche y se puso muy triste. Salió con su perro a buscarla en el bosque, pero no la encontraba. Subió un árbol pero no estaba allí. En un momento, tocó lo que parecían como ramas (no ranas, ji, ji) pero resultó que eran cuernos de un ciervo, y el ciervo levantó al muchacho y a su perro y los echó al río. Mientras salía del agua, el muchacho vio una familia de ranas, y allí estaba su rana con ellos. La rana estaba muy feliz de verlo y el muchacho también estaba muy contento. El muchacho, el perro, y la rana se despidieron de la familia de ranas y volvieron a casa contentos.	Upper_advanced
"Tengo muchos sueños para el futuro. Desde el año pasado, cuando un grupo de mis amigas mejoras y yo trabajamos al Mundo de Disney en Florida, he querido trabajar para la compañia Disney. Cuando empec è mis clases a la escuela de Newhouse de la Universidad de Syracuse, descubrè el trabajo que es perfecto para mí: los anuncios. Quiero crear los anuncios màs efectivos, màs cómicos, más emocionados. Todos mis amigos y mi famila mi dijeron que era la decisión perfecta para mí. También, leí en mis libros que la compañia Disney tiene un gran parte de las communicaciones, y gasta mucho dinero en sus anuncios. Perece que todos mis sueños están juntos, pero hay una problema, mi otro sueño es vivir en Barcelona en la playa y ser camerera de cervezas por la noche. yo sé que sea un sueño muy extraño para una persona que tiene un especialidad de anuncios en la Universidad de Syracuse, pero a mí me fascina. Es una problema pequeña, ¿no?. Entonces, he pensado de un plan. Quiero crear unos anuncios fántasticos para Disney y, entonces, decirles que es necesarior tener un Parque de Disney en España. Al final, puedo mudarse a Barcelona y crear los anuncios allí. Finalmente, quiero mudarse a Nuevo Zealand y tener una bota. Se llama ""Shangri- la"""	Upper_intermediate
Charlie Chaplin está caminando en la calle. Fuma un cigarro. Algo cae sobre él. Tira sus guantes en la basura. Ve un bebé que llora. Toma el bebé en sus brazos y ve una mujer. Da el bebé a la mujer pero no es lo de la mujer. Vuelve donde el bebé estaba y pone al bebé aquí. Un policía está detrás de Charlie Chaplin y cuando Chaplin lo ve, recupera el bebé, lo da a un viejo hombre y se fuga. El viejo hombre busca Chaplin pero no lo encontra. Da el bebé a la mujer y la mujer pensa que es Chaplin. Está muy enojada. Chaplin retoma el bebé y encuentra una carta quien pide amar a este niño. Al final, Chaplin decide cuidar al niño.	Upper_intermediate
"Es un video de Charlie Chaplin. Al principio del video, las cajas se caen. Después, algo (creo que es basura) se cayó en Charlie, y Charlie sacó un cigarillo y lo fuma. Próximo en el video, Charlie descubrió un bebe y lo llevas a ""su madre"". Charlie le dice a la Madre, ""Perdóname, dejaste algo"". La madre parece estar enfadada, porque no es su bebe, ya tiene bebe. Por eso, Charlie recoges el bebe y lo dejas en la basura. La policía enfada está enfadada con Charlie. Entonces, recoges el bebe otra vez y se lo da a otro hombre y corre. El hombre dejó el bebe con una madre, y la madre está enfadada con Charlie porque cree que Charlie volvió a dejar el bebe. La policía vuelve, y la madre le dice a la policía lo que hizo Charlie. Charlie vuelve a recoger el bebe. Charlie descubre una nota que dice ""Por favor, le amas y cuidas a este niño""."	Lower_advanced
El ano pasado fui a Malta con mi marido para cinco dias. Saliamos desde el aeropuerta de Valencia. Estaba mi primera vez a Valencia y fue muchos traficos y personas. Esta muy diferete desde mi pecuno pueblo en las montanas. Hemos tenido un reservacion en un hotel en Sliema. La habitation tenia una muy bonita vista del mar. La habitacion estaba grande y agradable. En hotel estaba dos bares y dos piscinas, una estaba cubierto. Nosotros no nadabamos porque no hacia bien tiempo. Fuimos a Valetta y mirabamos muchos edificios muy vieja. Los edificios in todo los pueblos estaban muy similar. Fuimos a muchos lugares de interest. Fuimos a todo en autobus. Comprabamos billetes para cinco dias para trece euros y estaba possible ver todo la isla. Algun des autobuses tenia sesente anos, pero otras estaban nuevos. Estaban muy interesante. Comiamos muchos en diferente restaurantes desde MacDonalds a un pecuna restaurante a lado del hotel. Bibimos algun vinos de Malta y estaban bien pero peor del vinos de esapana! Estaban mas caro tambien. La viaje estaban mas amusante porque estaba in febrero y malta solament conjunto el euro en enero. La gente no sabe el deniro. Estaba un viaje muy bien pero estoy siempre contente cuando vuelvo a mi cueva. En mayo tenia que volver a inglaterra para una semana. Yo estaba muy occupado porque tenia ver todo mi familia y todo mis amigos. Tenia un horario sin mucho tiempo libre. He hecho mil kilometros en el coche. Visitaba mi hijo en londres y mi hija in swindon. He hecho un reunion con mis amigas desde trabaja en el pub cerca del oficina. Estaba bien hablar con mi amigas desde ellas familias y los otras personas en la oficina. Cuando yo estaba in inglaterra fui al hospital dar sangre. No es possible para me dar en espana porque estoy inglesa. En mi tiempo libre tenia un juego a golf. Me gusta mucho pero no estoy bien. Tomo muchos golpes por el campo. Penaba vaya muy facil escritar quinientos palabras peri ahorra se que es mas dificil para mi. Hablo algun espanol y intendo practicar con personas espanolas todo los dias. Queria hablar como un espanol y veo la television y escucho el radio tambien. Yo fui al clases para tres meses pero esta muy caro. Penso que esta mas importante mixtar con los vecinos. Mi vecinos trabajan en el campo, con verduras y animales. Yo no trabaja mucho en espana. Tengo una villa para alquila para personas desde inglaterra para vacaciones o si quieren vivir aqui para uno or dos meses antes compran una casa o cueva. Preferio vivir en una cueva porque no es necesario tener aire accondicionado, y solamente un poco fuego por invierno.	Lower_intermediate
"Pienso que el futuro no es cierto porque es imposible para saber que va a occuir. Ahora estoy en Espana y tengo dos meses mas aquí. Pienso que este viaje cambiado mis planes por el futuro porque me encanta Espana y todo del Europa. Pienso que es muy importante paar ver a otros lugares en el mundo y es muy importante para aprender sobre otros cutures. En el futuro quiero er mas del mundo pero tambien ayudar otros personas que no tienen mas. En mi universidad en los Estados Unidos estudio las politicas y quiero ser un abogad. Hay muchos tipos de abogados pero quiero ayudar ciudadanos en pasises sin mucho dinero. Tambien quiero protejo los derechos humanos en paises como Africa. Pienso que la mayoria del mundo no presta atencion a estes personas y sus problemas pero cuando veo peliculas o leo articulos sobre sus vidas pienso que necesito ayudar ellos. Despues de mi viaje a Espana tengo un año mas en la universidad. Despues de este quiero a trabajar con ""Peace Corps"" para quiero ver mas del mundo y tambien ayudar personas en paises malos. El ""Peace Corps"" es por 27 meses y despues de este quiero asistir la escuela de los abogadas. Quiero asistir una escuela muy bien como ""Ivy League"" pero estoy seguro. Este escuela es por tres años y despues de este quiero trabajar con el UN. No es necesario para ganar mucho dinero pero quiero hacer una diferencia. Tambien quiero casar y tambien quiero hijos pero no estoy preocupada con este porque pienso que este es normal. Cuan tengo niños quiero vivir en un otro pais. Me gusta los Estados Unidos pero pienso que es muy importante para aprender otros lenguas y cultures. Tambien en Europa es muy facil para visitir otros paises con lenguas y culturas diferentes porque todos los paises son muy cercas. No me gusta las politicas de los Estados Unidos y quiero que mis niños aprenderemos en un otro lugar. Quiero trabajar por muchos años y ayudar muchas personas tamben. Pienso que es muy importante para visitar todos los paises del mundo porque los ciudadanos tienen cosas para ofrecer. Es muy interesante porque en los Estados Unidos la mayoria de ciudadanos no piensen de otros personas porque queren dinero y poder. Pienso que este es muy mal. Porque me encanta otras culturas me encanta tambien el arte. Pienso que el arte y la historis del arte es muy importante porque hablan sobre el mundo pero tambien ofrece cosas muy bonitos. Estoy seguro que en todo de mi vida voy a encantar el arte y si ganaré mucho dinero quiero colectar el arte pero porque hay muchos mueos en el mundo este no es importa. Pienso la idea del futuro es dificil porque nada es seguro pero sabe cosas que quiero y otras cosas que no quiero y voy a usar estas sentimientos para ayudarme con mi futuro."	Upper_intermediate
Hola! Me llamo es Ryan. Yo tengo dos hermanos y dos hermanas. Yo tengo ojos azul. Yo soy mucho alto y mucho gaupo. Yo juago muchos deportes. Yo joago es el beisbol, el baloncesto, y el futbal americano. Yo soy un semental. Yo vivo en Lafayette Indiana. Es muy bonita. Para divertirse con los amigos que cuelgan. Mi amigos es muy aburribo. Sólo bromeaba!! Mi familia es pequena. Yo un madre y un padre. Yo tambien dos hermanas. Sus nombres son Katie y Caroline. Yo vivo dos hermanos. Sus nombres son Nicholas and Jimmy. Katie es 17 y Caroline es 6. Nick es 8 y Jimmy es 12. Voy a la escuela en Central Catholic. Tengo mis clases son la literatura, estudios sociales, religión, Inglés, matemáticas, informática, inglés, y la ciencia. Mi favorita es la clase de estudios socials. Mi casa es grande! Mi casa es rojo y blanco. Mi casa es muy bonito.	Lower_beginner
Cuando Chaplin caminaba por una calle donde los edificios estaban de construcción, encontró a un bebé abandonado en el suelo. Cogió el bebé en sus abrazos. Luego vio a una señora con un carrito donde se sentaba otro bebé. Ella parecía buscando algo y entró en un edificio. Chaplin pensaba que el bebé sería suyo. Por eso, lo puso en el carrito cuando la señora salió del edifico. Al verlo, la señora se puso enfadada porque no era su niño. Entonces, Chaplin lo cogió de nuevo y lo puso en donde lo encontró. Justo en ese momento, un policía pasó y creía que Chaplin iba a abandonar a su niño. Sin remedios, Chaplin se echó a correr con el bebé. Dio el bebé a un hombre con la excusa de que tuvo que arreglar su zapato y se escapó rápidamente. El hombre intentó alcanzarlo pero no lo consiguió. Sin embargo, descubrió el mismo carrito y puso el bebé allí. La madre salió de la tienda y vio a dos bebés otra vez. Justamente, Chaplin pasó por la tienda. La señora lo golpeó con un paraguas fuertemente. En seguida, el policía acudió. Chaplin tuvo que llevar el niño otra vez. Se sentó al lado de la calle con el niño en sus abrazos. Se le ocurrió dejarlo en el suelo pero no lo hizo. Luego descubrió una nota en su ropa donde se leía ¨ama y cuida al huérfano por favor¨. Después de leerlo, Chaplin decidió quedarse con el niño.	Upper_advanced
Un hombre pobre anduvo fumando en una calle y se puso las basuras desde las ventanas. Cuando incendió otro tabaco, encontró un bebé expósito en la calle. Primero, trató de ponerlo en una carriola, pero se miró y se enfadó de la madre. Segundo, trató de ponerlo de vuelta, pero se equivocó a su padre y se enfadó de la policía. Siguiente, trató de dejarlo a un vieja, pero fracasó y el bebé volvió porque la madre y la policía citadas encontraron. Finalmente lo llevó en algún lugar.	Lower_intermediate
Hola. Me llamo CE. Tengo dieciocho años. Yo vivo en Lafayette, Indiana en los Estados Unidos. Es una ciudad entre Chicago y Indianapolis. Hay mucha gente en Lafayette y muchas cosas a hacer. Todos mis amigos vive en mi ciudad. Tambien, muchos de mis amigos vive en West Lafayette a lo largo el Rio Wabash. Ellos van a Purdue, un Universidad con profesores muy inteligentes. Quiero que vaya a Purdue el año que viene. A veces nosotros vamos a la cine a ver peliculas en Wabash Landing. El viernes pasado vimos Bride Wars. Fue una pelìcula buena y comica. A veces nosotros vamos a comer a O'Charley's, Panera, Don Pablos, y McAllister's. Los restaurantes en Lafayette son muy buenos y limpios. Hay màs restaurantes aqui que en muchos ciudades otros. Me gustan mis amigos porque son divertidos y muy simpaticos. Mis amigos va a mi escuela. Mi escuela es en mi ciudad. Es Central Catholic. Los noches viernes o sabados, a veces los muchachos tienen un partido de baloncesto. Yo voy a todos los partidos porque me gustan baloncesto y los jugadores. Yo juego baloncesto tambien, pero nuestras partidos son durante la semana. Mis profesores en la escuela son casi siempre simpáticos. Mi favorita es Senorita Montero. Ella enseña espanol y me encanta su ropa. Su clase es la primera clase en mi día. Tengo séis clases cada dia y una clase a ayudar el director atlético. Yo vivo con mis padres en una casa amarilla en Lafayette. Mis hermanos no vive con nosotros. Un de mis hermanos vive y trabaja en Wisconsin. Se llama Peter. Mi hermano otro, Bernie, estudia a Purdue y mi hermana, Claire, trabaja en la ciudad de Lafayette. El mayo que viene yo me graduaré y el agosto que viene yo iré a Purdue donde yo estudiaré matemáticas. Yo estoy muy contenta porque es muy bueno a estudiar a Purdue. En mi casa, yo tengo un perro. Se llama Ali. Tenía un gatito pero el murío. Se llamaba Payton. En Lafayette, puedo jugar al golf a muchos lugares. Mi favorito es Municipal porque es dònde mi equipo juega. El golf es mi deporte favorito. El campo es siempre verde y el sol brilla. Es muy divertido. A mi me gusta jugar con mis amigos porque no es un deporte rapido. Mi iglesia es Santo Bonifacio. Es en Lafayette. Yo fui a la escuela de Santo Bonifacio para tres años antes de yo fui a Central Catholic. Lafayette es donde yo vivo y mi ciudad favorito. Me gustan mucho Nueva York y Chicago pero no quiero que vivir en aquellos ciudades. Lafayette no es tan grande como Nueva York y Chicago pero es más diverso que aquellos. Hace cuatro años, yo fui a Nueva York con mis padres y mi hermano, Peter. Es un ciudad con muchos edificios magnificos y grandes. Tienen muchas pisas y son a lado de las calles. Chicago es semejante. Sin embargo Chicago es más cerca de Lafayette que Nueva York.	Upper_intermediate
Un día una rana sale de una casa un chico tiene. El chico sale de la casa con su amigo para busque la rana. Va a el campo. Como tener la rana es dificil, el chico ve la rana.	Lower_intermediate
En ese video se puede ver Charlie Chaplin que va por la calle. Está en un pequeño pueblo y lleva consigo su bastón. Hay gente que tira su basura por la ventana y esa cae sobre la cabeza de Charlie Chaplin. En un rincón de la calle Charlie Chaplin encuentra un pequeño bebé abandonado. Se pregunta de quién es y se lo lleva para buscar a su madre. Por primero intenta gritar hasta la ventana de la casa a su frente, pero ninguno le responde. Después pasa una mujer que lleva consigo su bebé en un carro de niños. Chaplin piensa que ella puede ser la madre e intenta darle el bebé. La mujer no está contenta y no acepta el bebé. Chaplin tiene que buscar otra solución. Intenta abandonar el bebé en el lugar en el que lo había encontrado, pero en ese momento llega un policía y Chaplin no puede hacerlo. Va con el bebé por la calle y ve a un hombre viejo. Lo deja en los brazos del hombre y se esconde para que el hombre no pueda devolver el bebé a Chaplin. El hombre está sorprendido y busca un puesto mejor para el bebé. Ve el carro de niños de la mujer y situa aquí el bebé. En el momento en que la mujer se da cuenta del bebé, pasa Chaplin por la calle y la mujer le obliga de llevarlo consigo. Al final Chaplin encuentra una hoja de papel dentro el vestido del bebé. Esa pide que alguien se deba ocupar con amor de este niño abandonado. Chaplin decide hacerlo y lleva el bebé consigo.	Lower_advanced
Vivo en la ciudad de Richmond en Virginia. Richmond es una ciudad hermosa. Se encuentra en el lado del este de Virginia central. Richmond era un pueblo importante de la Confederación Powhatan y los colonos ingleses de Jamestown en Richmond de 1609 a 1611. Lo que ahora se conoce como la ciudad de Richmond fue fundada en 1737. Richmond se convirtió en la capital de Virginia en 1780. Durante la guerra revolucionaria, muchos eventos importantes ocurrieron en Richmond. Esto incluye el famoso discurso de Patrick Henry en 1775: Dame libertad o Dame muerte, y también la aprobación del estatuto de Virginia para la libertad religiosa escrito por Thomas Jefferson. Como usted puede ver, Richmond era una ciudad muy influyente. Richmond está situada justa al lado del río de James, una importante atracción turística. El río es tres cientos cuarenta y ocho millas. El río James era la razón por la que los ingleses se establecieron en Jamestown porque el río proporcionó una entrada al país. También fue muy importante en el desarrollo de Virginia temprana. La navegación del río era importante para el comercio y el establecimiento ampliado. También el río James tiene muchas zonas de rocas dónde la gente puede relajarse en primavera y verano. Cuando era niña, fui a un campamento de verano en el río James. Principalmente hicimos kayak en los rápidos en el James y también subimos por las rocas alrededor del James. En este campo, comenzamos nuestro día en Tredegar. Tredegar es un sitio histórico que fue muy importante durante de la Guerra Civil. Durante este tiempo proporcionó armas a la Confederación. En 1860 fue el más grande de su tipo en el sur. Tredegar fue una razón importante por la que la capital de la confederación fue movida desde Montgomery Alabama a Richmond. Richmond era una ciudad increíble para vivir. Hay muchas actividades para hacer, oportunidades de empleo, y restaurants para comer. Sólo describí a usted de dos lugares increíbles, pero hay muchos más. ¡Visite Richmond y experimentar todo lo que tiene para ofrecer!	Upper_intermediate
